NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
O71	10	6	3	H81	2.61	1.25	900,1080,0.36
O72	6	6	1	H168	2.74	2.85	600,780,0.23
O72	6	6	2	H188	4.49	1.92	570,750,0.99
O72	6	6	3	H168	2.74	2.85	600,780,0.23
O73	1	7	1	H204	0.96	3.38	630,810,0.96
O73	1	7	2	H262	4.85	1.98	690,870,0.88
O73	1	7	3	H61	4.61	5.08	870,1050,0.64
O74	10	6	1	H76	1.05	4.45	1080,1260,0.42
O74	10	6	2	H78	0.3	4.27	1050,1230,0.21
O74	10	6	3	H1	3.83	4.6	660,840,0.53
O75	6	8	1	H7	5.17	3.68	870,1050,0.41
O75	6	8	2	H98	5.74	5.92	690,870,0.43
O75	6	8	3	H22	5.26	0.86	960,1140,0.96
O76	7	9	1	H270	3.95	1.23	840,1020,0.72
O76	7	9	2	H29	3.58	1.72	630,810,0.54
O76	7	9	3	H169	3.11	5.58	840,1020,0.67
O77	2	6	1	H224	5.82	0.23	1050,1230,0.62
O77	2	6	2	H217	0.97	4.48	1050,1230,0.86
O77	2	6	3	H104	1.05	4.21	660,840,0.28
O78	5	1	1	H62	2.03	3.9	540,720,0.96
O78	5	1	2	H7	5.17	3.68	870,1050,0.41
O78	5	1	3	H212	5.92	5.94	720,900,0.21
O79	8	10	1	H273	2.42	1.96	570,750,0.74
O79	8	10	2	H121	4.96	4.53	1050,1230,0.22
O79	8	10	3	H14	3.58	0.58	600,780,0.28
O80	5	2	1	H19	2.38	4.22	1020,1200,0.54
O80	5	2	2	H260	0.28	3.35	690,870,0.31
O80	5	2	3	H185	2.99	5.7	630,810,0.24
O81	4	9	1	H85	3.88	0.97	1020,1200,0.47
O81	4	9	2	H69	5.75	0.14	600,780,0.67
O81	4	9	3	H65	2.63	2.25	960,1140,0.56
O82	9	6	1	H144	5.63	5.15	690,870,0.96
O82	9	6	2	H183	3.3	4.0	900,1080,0.48
O82	9	6	3	H117	4.8	2.65	570,750,0.52
O83	7	1	1	H108	4.82	1.23	900,1080,0.53
O83	7	1	2	H134	4.83	1.81	870,1050,0.87
O83	7	1	3	H11	0.78	2.05	570,750,0.8
O84	3	4	1	H241	3.89	1.77	720,900,0.36
O84	3	4	2	H177	2.79	2.79	540,720,0.9
O84	3	4	3	H168	2.74	2.85	600,780,0.23
O85	6	10	1	H24	5.29	4.03	1020,1200,0.2
O85	6	10	2	H192	1.0	1.48	570,750,0.71
O85	6	10	3	H203	5.65	1.98	690,870,1.0
O86	9	8	1	H248	3.96	0.34	660,840,0.43
O86	9	8	2	H233	0.85	0.59	720,900,0.23
O86	9	8	3	H94	1.16	2.27	720,900,0.63
O87	10	1	1	H31	1.08	0.43	690,870,0.27
O87	10	1	2	H141	4.76	2.21	900,1080,0.55
O87	10	1	3	H18	4.6	4.29	630,810,0.68
O88	8	2	1	H14	3.58	0.58	600,780,0.28
O88	8	2	2	H131	2.85	3.07	600,780,0.91
O88	8	2	3	H41	4.34	1.86	1050,1230,0.6
O89	8	7	1	H192	1.0	1.48	570,750,0.71
O89	8	7	2	H40	1.44	0.05	570,750,0.52
O89	8	7	3	H40	1.44	0.05	570,750,0.52
O90	3	1	1	H194	3.15	2.3	900,1080,0.64
O90	3	1	2	H201	3.06	1.02	900,1080,0.45
O90	3	1	3	H220	5.17	5.07	720,900,0.21
O91	6	5	1	H63	1.58	3.93	690,870,0.99
O91	6	5	2	H43	2.1	2.44	630,810,0.28
O91	6	5	3	H29	3.58	1.72	630,810,0.54
O92	6	8	1	H158	1.08	4.32	1080,1260,0.91
O92	6	8	2	H17	1.95	2.65	600,780,0.63
O92	6	8	3	H134	4.83	1.81	870,1050,0.87
O93	8	7	1	H245	5.38	1.75	540,720,0.46
O93	8	7	2	H215	2.77	4.9	900,1080,0.96
O93	8	7	3	H155	0.31	4.5	690,870,0.93
O94	1	9	1	H17	1.95	2.65	600,780,0.63
O94	1	9	2	H131	2.85	3.07	600,780,0.91
O94	1	9	3	H289	5.01	2.29	570,750,0.98
O95	5	9	1	H19	2.38	4.22	1020,1200,0.54
O95	5	9	2	H132	5.04	4.14	570,750,0.35
O95	5	9	3	H77	4.6	5.46	900,1080,0.48
O96	5	10	1	H226	1.14	1.58	840,1020,0.51
O96	5	10	2	H5	4.23	1.34	570,750,0.2
O96	5	10	3	H48	1.91	0.74	840,1020,0.93
O97	8	3	1	H53	0.02	0.83	1080,1260,0.63
O97	8	3	2	H293	1.95	0.21	540,720,0.58
O97	8	3	3	H138	4.98	0.09	870,1050,0.49
O98	2	6	1	H71	5.92	5.11	660,840,0.53
O98	2	6	2	H86	4.39	1.26	1050,1230,0.41
O98	2	6	3	H266	0.68	5.58	660,840,0.87
O99	4	9	1	H262	4.85	1.98	690,870,0.88
O99	4	9	2	H280	3.98	3.4	570,750,0.58
O99	4	9	3	H67	5.36	3.47	960,1140,0.53
O100	8	1	1	H279	3.12	5.17	630,810,0.26
O100	8	1	2	H180	1.62	0.8	570,750,0.56
O100	8	1	3	H117	4.8	2.65	570,750,0.52
