NUM_VEHICLES	TRUCK_COST	TRUCK_SPEED	KM_COST	X_DEPOT	Y_DEPOT	TW_E	TW_L
O12	8	7	3	H73	1.42	3.24	690,870,0.67
O13	5	3	1	H93	2.45	3.1	870,1050,0.22
O13	5	3	2	H73	1.42	3.24	690,870,0.67
O13	5	3	3	H184	2.63	0.91	690,870,0.6
O14	1	4	1	H218	4.0	0.33	1020,1200,0.92
O14	1	4	2	H173	3.82	4.01	570,750,0.67
O14	1	4	3	H34	2.28	5.65	630,810,0.46
O15	7	3	1	H178	0.44	2.74	600,780,0.62
O15	7	3	2	H45	5.9	2.96	1080,1260,0.78
O15	7	3	3	H206	4.15	3.86	960,1140,0.77
O16	6	4	1	H47	0.13	1.94	720,900,0.21
O16	6	4	2	H274	3.35	4.52	900,1080,0.49
O16	6	4	3	H74	0.08	3.65	570,750,0.36
O17	6	3	1	H37	0.65	1.33	600,780,0.65
O17	6	3	2	H46	5.41	2.49	660,840,0.96
O17	6	3	3	H98	2.47	2.65	690,870,0.31
O18	1	9	1	H70	3.25	0.62	720,900,0.4
O18	1	9	2	H238	5.98	4.13	840,1020,0.62
O18	1	9	3	H190	1.82	0.94	960,1140,0.78
O19	1	6	1	H220	1.59	1.17	1020,1200,0.58
O19	1	6	2	H100	2.07	3.37	570,750,0.86
O19	1	6	3	H163	2.08	4.53	840,1020,0.9
O20	10	5	1	H272	0.02	5.46	900,1080,0.71
O20	10	5	2	H117	2.75	2.61	720,900,0.86
O20	10	5	3	H215	3.55	2.19	570,750,0.71
O21	1	7	1	H245	1.52	1.37	660,840,0.96
O21	1	7	2	H143	0.52	0.39	840,1020,0.76
O21	1	7	3	H9	0.07	3.17	1080,1260,0.98
O22	6	9	1	H61	2.23	1.47	1080,1260,0.47
O22	6	9	2	H123	0.14	4.96	690,870,0.85
O22	6	9	3	H73	1.42	3.24	690,870,0.67
O23	7	7	1	H270	1.47	4.21	1050,1230,0.97
O23	7	7	2	H127	5.98	1.37	840,1020,0.36
O23	7	7	3	H246	4.78	0.57	570,750,0.62
O24	3	7	1	H202	4.39	1.79	600,780,0.77
O24	3	7	2	H212	1.77	1.36	1080,1260,0.99
O24	3	7	3	H276	0.1	3.73	600,780,0.68
O25	6	8	1	H10	0.98	2.07	870,1050,0.27
O25	6	8	2	H186	2.16	5.08	570,750,0.86
O25	6	8	3	H27	5.71	2.94	630,810,0.33
O26	5	2	1	H294	2.16	2.35	870,1050,0.44
O26	5	2	2	H105	0.94	0.0	570,750,0.41
O26	5	2	3	H93	2.45	3.1	870,1050,0.22
O27	3	2	1	H107	4.11	2.62	1080,1260,0.9
O27	3	2	2	H27	5.71	2.94	630,810,0.33
O27	3	2	3	H22	5.73	0.99	540,720,0.43
O28	2	9	1	H81	3.78	2.95	870,1050,0.26
O28	2	9	2	H233	0.8	3.29	900,1080,0.58
O28	2	9	3	H268	3.77	0.1	840,1020,0.27
O29	10	7	1	H49	1.99	2.52	870,1050,0.35
O29	10	7	2	H103	0.39	0.63	600,780,0.25
O29	10	7	3	H204	3.82	1.17	960,1140,0.91
O30	4	5	1	H245	1.52	1.37	660,840,0.96
O30	4	5	2	H271	2.32	0.74	1080,1260,0.44
O30	4	5	3	H229	4.03	2.51	1050,1230,0.26
O31	1	2	1	H2	4.27	1.23	840,1020,0.33
O31	1	2	2	H181	5.74	1.78	690,870,0.94
O31	1	2	3	H159	0.25	1.42	1050,1230,0.94
O32	1	2	1	H179	4.13	1.28	900,1080,0.73
O32	1	2	2	H20	4.95	4.28	720,900,0.81
O32	1	2	3	H273	4.44	3.14	720,900,0.53
O33	10	7	1	H40	4.87	0.13	1050,1230,0.65
O33	10	7	2	H228	5.2	3.95	840,1020,0.57
O33	10	7	3	H237	5.9	3.17	1020,1200,0.52
O34	7	9	1	H107	4.11	2.62	1080,1260,0.9
O34	7	9	2	H140	1.1	3.21	1050,1230,0.84
O34	7	9	3	H251	1.72	4.14	900,1080,0.36
O35	6	3	1	H160	4.88	5.88	1050,1230,0.21
O35	6	3	2	H142	4.03	4.22	720,900,0.75
O35	6	3	3	H209	0.27	1.9	840,1020,0.52
O36	7	8	1	H69	1.13	5.32	840,1020,0.57
O36	7	8	2	H45	5.9	2.96	1080,1260,0.78
O36	7	8	3	H271	2.32	0.74	1080,1260,0.44
O37	3	5	1	H125	4.52	3.01	840,1020,0.88
O37	3	5	2	H14	5.8	2.58	840,1020,0.82
O37	3	5	3	H1	5.91	4.87	660,840,0.6
O38	9	3	1	H82	4.42	5.75	870,1050,0.29
O38	9	3	2	H164	2.26	3.76	870,1050,0.57
O38	9	3	3	H2	4.27	1.23	840,1020,0.33
O39	10	8	1	H5	2.29	2.31	570,750,0.51
O39	10	8	2	H57	3.84	1.46	630,810,0.22
O39	10	8	3	H152	5.42	0.4	600,780,0.41
O40	7	3	1	H59	3.59	0.26	870,1050,0.23
O40	7	3	2	H271	2.32	0.74	1080,1260,0.44
O40	7	3	3	H299	4.76	5.58	690,870,0.85
O41	8	5	1	H7	5.07	0.61	840,1020,0.77
O41	8	5	2	H105	0.94	0.0	570,750,0.41
O41	8	5	3	H298	4.28	3.79	840,1020,0.22
O42	2	6	1	H134	5.91	1.07	720,900,0.29
O42	2	6	2	H165	4.06	2.66	690,870,0.55
O42	2	6	3	H10	0.98	2.07	870,1050,0.27
O43	3	4	1	H211	0.59	5.63	630,810,0.58
O43	3	4	2	H50	3.09	1.9	1020,1200,0.78
O43	3	4	3	H192	2.44	1.61	690,870,0.31
O44	2	9	1	H103	0.39	0.63	600,780,0.25
O44	2	9	2	H86	1.85	2.21	690,870,0.33
O44	2	9	3	H162	3.31	0.3	570,750,0.79
O45	2	2	1	H182	4.68	1.62	630,810,0.81
O45	2	2	2	H237	5.9	3.17	1020,1200,0.52
O45	2	2	3	H1	5.91	4.87	660,840,0.6
O46	3	7	1	H74	0.08	3.65	570,750,0.36
O46	3	7	2	H192	2.44	1.61	690,870,0.31
O46	3	7	3	H52	0.81	3.16	540,720,0.68
O47	4	3	1	H56	0.78	4.18	1080,1260,0.99
O47	4	3	2	H172	2.78	1.32	870,1050,0.81
O47	4	3	3	H297	0.07	2.92	540,720,0.76
O48	10	10	1	H11	1.69	1.04	690,870,0.84
O48	10	10	2	H214	4.55	4.33	870,1050,0.61
O48	10	10	3	H196	4.61	1.0	960,1140,0.97
O49	9	9	1	H130	4.96	1.95	690,870,0.87
O49	9	9	2	H202	4.39	1.79	600,780,0.77
O49	9	9	3	H192	2.44	1.61	690,870,0.31
O50	7	9	1	H106	3.87	5.06	570,750,0.28
O50	7	9	2	H128	3.27	1.95	840,1020,0.96
O50	7	9	3	H194	0.8	5.41	870,1050,0.26
O51	8	9	1	H296	3.48	0.63	600,780,0.9
O51	8	9	2	H179	4.13	1.28	900,1080,0.73
O51	8	9	3	H86	1.85	2.21	690,870,0.33
O52	4	2	1	H230	1.41	3.22	1050,1230,0.6
O52	4	2	2	H129	4.39	5.49	570,750,0.85
O52	4	2	3	H221	2.97	4.38	570,750,0.7
O53	3	9	1	H214	4.55	4.33	870,1050,0.61
O53	3	9	2	H287	3.97	2.84	690,870,0.4
O53	3	9	3	H172	2.78	1.32	870,1050,0.81
O54	3	2	1	H126	2.53	4.52	660,840,0.32
O54	3	2	2	H274	3.35	4.52	900,1080,0.49
O54	3	2	3	H145	3.43	0.79	570,750,0.85
O55	8	1	1	H87	2.78	5.15	660,840,0.22
O55	8	1	2	H41	5.83	5.55	600,780,0.55
O55	8	1	3	H21	4.14	3.55	690,870,0.38
O56	7	2	1	H242	0.33	0.59	1020,1200,0.26
O56	7	2	2	H186	2.16	5.08	570,750,0.86
O56	7	2	3	H187	2.12	0.25	660,840,0.23
O57	3	8	1	H44	0.89	0.17	1020,1200,0.73
O57	3	8	2	H59	3.59	0.26	870,1050,0.23
O57	3	8	3	H219	1.7	3.12	690,870,0.71
O58	2	10	1	H163	2.08	4.53	840,1020,0.9
O58	2	10	2	H252	0.04	2.31	870,1050,0.55
O58	2	10	3	H246	4.78	0.57	570,750,0.62
O59	7	3	1	H63	3.28	0.97	600,780,0.84
O59	7	3	2	H93	2.45	3.1	870,1050,0.22
O59	7	3	3	H128	3.27	1.95	840,1020,0.96
O60	5	9	1	H299	4.76	5.58	690,870,0.85
O60	5	9	2	H62	0.17	0.99	870,1050,0.26
O60	5	9	3	H85	1.6	1.27	660,840,0.93
O61	1	7	1	H148	5.55	2.47	630,810,0.23
O61	1	7	2	H1	5.91	4.87	660,840,0.6
O61	1	7	3	H148	5.55	2.47	630,810,0.23
O62	4	10	1	H86	1.85	2.21	690,870,0.33
O62	4	10	2	H196	4.61	1.0	960,1140,0.97
O62	4	10	3	H65	4.51	5.36	630,810,0.93
O63	10	3	1	H28	4.72	0.58	720,900,0.99
O63	10	3	2	H83	5.36	2.24	720,900,0.23
O63	10	3	3	H175	5.52	5.26	960,1140,0.43
O64	4	4	1	H80	5.0	4.8	1050,1230,0.66
O64	4	4	2	H212	1.77	1.36	1080,1260,0.99
O64	4	4	3	H124	4.26	0.13	720,900,0.52
O65	1	4	1	H270	1.47	4.21	1050,1230,0.97
O65	1	4	2	H136	0.1	2.82	600,780,0.99
O65	1	4	3	H206	4.15	3.86	960,1140,0.77
O66	1	8	1	H267	2.46	3.44	870,1050,0.81
O66	1	8	2	H117	2.75	2.61	720,900,0.86
O66	1	8	3	H36	5.77	5.9	720,900,0.98
O67	7	2	1	H263	0.57	3.8	900,1080,0.78
O67	7	2	2	H117	2.75	2.61	720,900,0.86
O67	7	2	3	H123	0.14	4.96	690,870,0.85
O68	5	2	1	H218	4.0	0.33	1020,1200,0.92
O68	5	2	2	H135	4.87	0.65	600,780,0.69
O68	5	2	3	H40	4.87	0.13	1050,1230,0.65
O69	10	9	1	H157	3.16	0.52	570,750,0.48
O69	10	9	2	H124	4.26	0.13	720,900,0.52
O69	10	9	3	H69	1.13	5.32	840,1020,0.57
O70	1	1	1	H116	2.36	5.94	870,1050,0.74
O70	1	1	2	H272	0.02	5.46	900,1080,0.71
O70	1	1	3	H126	2.53	4.52	660,840,0.32
O71	8	7	1	H136	0.1	2.82	600,780,0.99
O71	8	7	2	H284	5.71	3.39	570,750,0.75
O71	8	7	3	H294	2.16	2.35	870,1050,0.44
O72	8	10	1	H118	1.27	1.72	1080,1260,0.51
O72	8	10	2	H246	4.78	0.57	570,750,0.62
O72	8	10	3	H288	3.08	5.6	1050,1230,0.73
O73	7	3	1	H53	3.86	1.37	900,1080,0.66
O73	7	3	2	H48	3.33	4.03	1050,1230,0.48
O73	7	3	3	H82	4.42	5.75	870,1050,0.29
O74	7	1	1	H165	4.06	2.66	690,870,0.55
O74	7	1	2	H216	1.79	2.58	1020,1200,0.45
O74	7	1	3	H76	4.74	1.31	1020,1200,0.53
O75	3	7	1	H198	5.39	0.91	540,720,0.65
O75	3	7	2	H1	5.91	4.87	660,840,0.6
O75	3	7	3	H16	3.21	0.97	1080,1260,0.23
O76	8	1	1	H156	5.19	4.99	570,750,0.44
O76	8	1	2	H31	3.47	2.91	840,1020,0.66
O76	8	1	3	H160	4.88	5.88	1050,1230,0.21
O77	10	5	1	H231	1.96	1.7	660,840,0.34
O77	10	5	2	H99	4.56	0.32	870,1050,0.94
O77	10	5	3	H106	3.87	5.06	570,750,0.28
O78	10	3	1	H281	4.15	2.76	600,780,0.47
O78	10	3	2	H154	4.54	1.84	720,900,0.27
O78	10	3	3	H172	2.78	1.32	870,1050,0.81
O79	3	1	1	H155	0.38	3.81	600,780,1.0
O79	3	1	2	H86	1.85	2.21	690,870,0.33
O79	3	1	3	H20	4.95	4.28	720,900,0.81
O80	2	2	1	H253	4.02	0.85	630,810,0.49
O80	2	2	2	H87	2.78	5.15	660,840,0.22
O80	2	2	3	H147	0.29	1.85	570,750,0.65
O81	6	4	1	H298	4.28	3.79	840,1020,0.22
O81	6	4	2	H43	3.44	4.8	660,840,0.28
O81	6	4	3	H28	4.72	0.58	720,900,0.99
O82	10	1	1	H216	1.79	2.58	1020,1200,0.45
O82	10	1	2	H84	1.93	4.5	720,900,0.54
O82	10	1	3	H97	4.02	2.87	570,750,0.5
O83	8	1	1	H217	2.46	0.27	660,840,0.22
O83	8	1	2	H20	4.95	4.28	720,900,0.81
O83	8	1	3	H286	2.52	5.88	960,1140,0.49
O84	1	1	1	H151	1.25	2.38	540,720,0.83
O84	1	1	2	H125	4.52	3.01	840,1020,0.88
O84	1	1	3	H108	2.38	3.86	1020,1200,0.56
O85	8	10	1	H267	2.46	3.44	870,1050,0.81
O85	8	10	2	H174	4.67	1.23	720,900,0.37
O85	8	10	3	H76	4.74	1.31	1020,1200,0.53
O86	9	10	1	H207	1.76	5.32	570,750,0.72
O86	9	10	2	H207	1.76	5.32	570,750,0.72
O86	9	10	3	H88	0.62	2.87	540,720,0.65
O87	1	2	1	H264	1.8	1.29	660,840,0.89
O87	1	2	2	H25	0.67	2.95	870,1050,0.76
O87	1	2	3	H127	5.98	1.37	840,1020,0.36
O88	9	2	1	H122	5.77	3.67	1080,1260,0.27
O88	9	2	2	H268	3.77	0.1	840,1020,0.27
O88	9	2	3	H123	0.14	4.96	690,870,0.85
O89	10	7	1	H204	3.82	1.17	960,1140,0.91
O89	10	7	2	H36	5.77	5.9	720,900,0.98
O89	10	7	3	H67	2.47	0.82	900,1080,0.59
O90	5	5	1	H193	1.92	3.77	1080,1260,0.45
O90	5	5	2	H175	5.52	5.26	960,1140,0.43
O90	5	5	3	H204	3.82	1.17	960,1140,0.91
O91	6	9	1	H248	3.83	3.49	900,1080,0.44
O91	6	9	2	H39	3.71	3.24	600,780,0.51
O91	6	9	3	H276	0.1	3.73	600,780,0.68
O92	6	10	1	H149	5.11	3.37	840,1020,0.47
O92	6	10	2	H299	4.76	5.58	690,870,0.85
O92	6	10	3	H155	0.38	3.81	600,780,1.0
O93	8	4	1	H125	4.52	3.01	840,1020,0.88
O93	8	4	2	H199	2.6	3.24	900,1080,0.35
O93	8	4	3	H151	1.25	2.38	540,720,0.83
O94	8	1	1	H229	4.03	2.51	1050,1230,0.26
O94	8	1	2	H274	3.35	4.52	900,1080,0.49
O94	8	1	3	H238	5.98	4.13	840,1020,0.62
O95	8	2	1	H52	0.81	3.16	540,720,0.68
O95	8	2	2	H233	0.8	3.29	900,1080,0.58
O95	8	2	3	H108	2.38	3.86	1020,1200,0.56
O96	8	6	1	H271	2.32	0.74	1080,1260,0.44
O96	8	6	2	H248	3.83	3.49	900,1080,0.44
O96	8	6	3	H89	0.93	2.68	870,1050,0.81
O97	8	10	1	H23	1.83	3.19	660,840,0.73
O97	8	10	2	H182	4.68	1.62	630,810,0.81
O97	8	10	3	H232	2.14	0.86	900,1080,0.31
O98	2	6	1	H135	4.87	0.65	600,780,0.69
O98	2	6	2	H222	4.71	5.4	960,1140,0.85
O98	2	6	3	H78	4.58	5.39	900,1080,0.49
O99	10	2	1	H45	5.9	2.96	1080,1260,0.78
O99	10	2	2	H72	1.98	2.02	1050,1230,0.93
O99	10	2	3	H288	3.08	5.6	1050,1230,0.73
O100	3	3	1	H43	3.44	4.8	660,840,0.28
O100	3	3	2	H158	1.17	4.64	960,1140,0.8
O100	3	3	3	H235	4.43	2.74	1020,1200,0.8
